municipio_clean;ano;homicidio;furto;roubo;frv;Codmun7;codigo;municipio;regiao_administrativa;regiao_governo;populacao
ADAMANTINA;2001;   4;   268;    17;     2;3500105;350010;Adamantina;Presidente Prudente;Adamantina;   33639,0
ADAMANTINA;2002;   1;   319;     4;     0;3500105;350010;Adamantina;Presidente Prudente;Adamantina;   33793,0
ADAMANTINA;2003;   1;   277;     7;     4;3500105;350010;Adamantina;Presidente Prudente;Adamantina;   33930,0
ADAMANTINA;2004;   4;   420;     5;     3;3500105;350010;Adamantina;Presidente Prudente;Adamantina;   34218,0
ADAMANTINA;2005;   0;   376;    13;     6;3500105;350010;Adamantina;Presidente Prudente;Adamantina;   34378,0
ADAMANTINA;2006;   1;   294;     7;    14;3500105;350010;Adamantina;Presidente Prudente;Adamantina;   34536,0
ADAMANTINA;2007;   0;   327;    11;     8;3500105;350010;Adamantina;Presidente Prudente;Adamantina;   34451,0
ADAMANTINA;2008;   1;   397;     5;     5;3500105;350010;Adamantina;Presidente Prudente;Adamantina;   34366,0
ADAMANTINA;2009;   1;   286;    19;     2;3500105;350010;Adamantina;Presidente Prudente;Adamantina;   34424,0
ADAMANTINA;2010;   1;   227;    11;     5;3500105;350010;Adamantina;Presidente Prudente;Adamantina;   33797,0
ADAMANTINA;2011;   0;   245;    11;    10;3500105;350010;Adamantina;Presidente Prudente;Adamantina;   33821,0
ADAMANTINA;2012;   0;   245;     6;    12;3500105;350010;Adamantina;Presidente Prudente;Adamantina;   33843,0
ADAMANTINA;2013;   0;   272;    13;     7;3500105;350010;Adamantina;Presidente Prudente;Adamantina;   34953,0
ADAMANTINA;2014;   1;   258;     5;     9;3500105;350010;Adamantina;Presidente Prudente;Adamantina;   35001,0
ADAMANTINA;2015;   0;   245;     3;    19;3500105;350010;Adamantina;Presidente Prudente;Adamantina;   35048,0
ADAMANTINA;2016;   1;   222;     4;    16;3500105;350010;Adamantina;Presidente Prudente;Adamantina;   35094,0
ADAMANTINA;2017;   1;   206;     6;    11;3500105;350010;Adamantina;Presidente Prudente;Adamantina;   35139,0
ADAMANTINA;2018;   2;   170;     6;    12;3500105;350010;Adamantina;Presidente Prudente;Adamantina;   35023,0
ADAMANTINA;2019;   2;   151;     3;     3;3500105;350010;Adamantina;Presidente Prudente;Adamantina;   35068,0
ADOLFO;2001;   0;    19;     0;     1;3500204;350020;Adolfo;São José do Rio Preto;São José do Rio Preto;    3728,0
ADOLFO;2002;   0;    29;     0;     2;3500204;350020;Adolfo;São José do Rio Preto;São José do Rio Preto;    3771,0
ADOLFO;2003;   0;    29;     1;     0;3500204;350020;Adolfo;São José do Rio Preto;São José do Rio Preto;    3811,0
ADOLFO;2004;   0;    14;     0;     0;3500204;350020;Adolfo;São José do Rio Preto;São José do Rio Preto;    3895,0
ADOLFO;2005;   0;    45;     0;     1;3500204;350020;Adolfo;São José do Rio Preto;São José do Rio Preto;    3942,0
ADOLFO;2006;   0;    52;     0;     1;3500204;350020;Adolfo;São José do Rio Preto;São José do Rio Preto;    3989,0
ADOLFO;2007;   1;    38;     2;     1;3500204;350020;Adolfo;São José do Rio Preto;São José do Rio Preto;    3850,0
ADOLFO;2008;   0;    54;     1;     1;3500204;350020;Adolfo;São José do Rio Preto;São José do Rio Preto;    3711,0
ADOLFO;2009;   0;    64;     0;     1;3500204;350020;Adolfo;São José do Rio Preto;São José do Rio Preto;    3710,0
ADOLFO;2010;   1;    42;     1;     2;3500204;350020;Adolfo;São José do Rio Preto;São José do Rio Preto;    3557,0
ADOLFO;2011;   0;    28;     1;     2;3500204;350020;Adolfo;São José do Rio Preto;São José do Rio Preto;    3548,0
ADOLFO;2012;   0;    38;     1;     1;3500204;350020;Adolfo;São José do Rio Preto;São José do Rio Preto;    3538,0
ADOLFO;2013;   0;    44;     0;     3;3500204;350020;Adolfo;São José do Rio Preto;São José do Rio Preto;    3639,0
ADOLFO;2014;   0;    37;     2;     1;3500204;350020;Adolfo;São José do Rio Preto;São José do Rio Preto;    3631,0
ADOLFO;2015;   0;    43;     5;     0;3500204;350020;Adolfo;São José do Rio Preto;São José do Rio Preto;    3623,0
ADOLFO;2016;   0;    33;     2;     1;3500204;350020;Adolfo;São José do Rio Preto;São José do Rio Preto;    3616,0
ADOLFO;2017;   1;    40;     0;     2;3500204;350020;Adolfo;São José do Rio Preto;São José do Rio Preto;    3609,0
ADOLFO;2018;   0;    44;     3;     1;3500204;350020;Adolfo;São José do Rio Preto;São José do Rio Preto;    3571,0
ADOLFO;2019;   0;    41;     2;     0;3500204;350020;Adolfo;São José do Rio Preto;São José do Rio Preto;    3562,0
AGUAI;2001;   4;   582;    90;    74;3500303;350030;Aguaí;Campinas;São João da Boa Vista;   28750,0
AGUAI;2002;   1;   473;    54;    88;3500303;350030;Aguaí;Campinas;São João da Boa Vista;   29212,0
AGUAI;2003;   3;   362;    38;    37;3500303;350030;Aguaí;Campinas;São João da Boa Vista;   29684,0
AGUAI;2004;   3;   140;    22;    29;3500303;350030;Aguaí;Campinas;São João da Boa Vista;   30674,0
AGUAI;2005;   3;   332;    34;    22;3500303;350030;Aguaí;Campinas;São João da Boa Vista;   31222,0
AGUAI;2006;   3;   680;    59;    34;3500303;350030;Aguaí;Campinas;São João da Boa Vista;   31766,0
AGUAI;2007;   5;   666;    37;    23;3500303;350030;Aguaí;Campinas;São João da Boa Vista;   31764,5
AGUAI;2008;   2;   531;    40;    27;3500303;350030;Aguaí;Campinas;São João da Boa Vista;   31763,0
AGUAI;2009;   3;   538;    47;    40;3500303;350030;Aguaí;Campinas;São João da Boa Vista;   32101,0
AGUAI;2010;   1;   545;    44;    39;3500303;350030;Aguaí;Campinas;São João da Boa Vista;   32148,0
AGUAI;2011;   4;   438;    70;    49;3500303;350030;Aguaí;Campinas;São João da Boa Vista;   32452,0
AGUAI;2012;   6;   445;    52;    35;3500303;350030;Aguaí;Campinas;São João da Boa Vista;   32745,0
AGUAI;2013;   2;   375;    50;    66;3500303;350030;Aguaí;Campinas;São João da Boa Vista;   34188,0
AGUAI;2014;   2;   434;    63;    62;3500303;350030;Aguaí;Campinas;São João da Boa Vista;   34530,0
AGUAI;2015;   5;   366;    55;    59;3500303;350030;Aguaí;Campinas;São João da Boa Vista;   34863,0
AGUAI;2016;   1;   372;    78;    50;3500303;350030;Aguaí;Campinas;São João da Boa Vista;   35189,0
AGUAI;2017;   1;   380;    59;    22;3500303;350030;Aguaí;Campinas;São João da Boa Vista;   35508,0
AGUAI;2018;   2;   286;    53;    28;3500303;350030;Aguaí;Campinas;São João da Boa Vista;   35954,0
AGUAI;2019;   3;   255;    42;    16;3500303;350030;Aguaí;Campinas;São João da Boa Vista;   36305,0
AGUAS DA PRATA;2001;   0;    49;     2;     1;3500402;350040;Águas da Prata;Campinas;São João da Boa Vista;    7135,0
AGUAS DA PRATA;2002;   0;    33;     1;     5;3500402;350040;Águas da Prata;Campinas;São João da Boa Vista;    7223,0
AGUAS DA PRATA;2003;   1;    43;     3;    11;3500402;350040;Águas da Prata;Campinas;São João da Boa Vista;    7266,0
AGUAS DA PRATA;2004;   0;    38;     2;     5;3500402;350040;Águas da Prata;Campinas;São João da Boa Vista;    7356,0
AGUAS DA PRATA;2005;   0;    29;     0;     2;3500402;350040;Águas da Prata;Campinas;São João da Boa Vista;    7406,0
AGUAS DA PRATA;2006;   1;    42;     2;     1;3500402;350040;Águas da Prata;Campinas;São João da Boa Vista;    7455,0
AGUAS DA PRATA;2007;   0;    35;     8;     1;3500402;350040;Águas da Prata;Campinas;São João da Boa Vista;    7569,5
AGUAS DA PRATA;2008;   0;    57;     3;     2;3500402;350040;Águas da Prata;Campinas;São João da Boa Vista;    7684,0
AGUAS DA PRATA;2009;   0;    36;     3;     2;3500402;350040;Águas da Prata;Campinas;São João da Boa Vista;    7734,0
AGUAS DA PRATA;2010;   2;    34;     2;     1;3500402;350040;Águas da Prata;Campinas;São João da Boa Vista;    7584,0
AGUAS DA PRATA;2011;   1;    36;     1;     4;3500402;350040;Águas da Prata;Campinas;São João da Boa Vista;    7619,0
AGUAS DA PRATA;2012;   1;    60;     2;     0;3500402;350040;Águas da Prata;Campinas;São João da Boa Vista;    7653,0
AGUAS DA PRATA;2013;   0;    32;     1;     0;3500402;350040;Águas da Prata;Campinas;São João da Boa Vista;    7942,0
AGUAS DA PRATA;2014;   1;    40;     2;     6;3500402;350040;Águas da Prata;Campinas;São João da Boa Vista;    7984,0
AGUAS DA PRATA;2015;   1;    64;     2;     5;3500402;350040;Águas da Prata;Campinas;São João da Boa Vista;    8025,0
AGUAS DA PRATA;2016;   1;    57;     7;     3;3500402;350040;Águas da Prata;Campinas;São João da Boa Vista;    8065,0
AGUAS DA PRATA;2017;   0;    43;     2;     6;3500402;350040;Águas da Prata;Campinas;São João da Boa Vista;    8104,0
AGUAS DA PRATA;2018;   0;    49;     2;     6;3500402;350040;Águas da Prata;Campinas;São João da Boa Vista;    8137,0
AGUAS DA PRATA;2019;   0;    38;     1;     5;3500402;350040;Águas da Prata;Campinas;São João da Boa Vista;    8180,0
AGUAS DE LINDOIA;2001;   2;   290;    29;    25;3500501;350050;Águas de Lindóia;Campinas;Bragança Paulista;   16710,0
AGUAS DE LINDOIA;2002;   1;   218;    22;    32;3500501;350050;Águas de Lindóia;Campinas;Bragança Paulista;   17079,0
AGUAS DE LINDOIA;2003;   3;   266;    18;    27;3500501;350050;Águas de Lindóia;Campinas;Bragança Paulista;   17491,0
AGUAS DE LINDOIA;2004;   0;   208;    16;    27;3500501;350050;Águas de Lindóia;Campinas;Bragança Paulista;   18289,0
AGUAS DE LINDOIA;2005;   1;   194;    29;    34;3500501;350050;Águas de Lindóia;Campinas;Bragança Paulista;   18766,0
AGUAS DE LINDOIA;2006;   1;   287;    34;    32;3500501;350050;Águas de Lindóia;Campinas;Bragança Paulista;   19240,0
AGUAS DE LINDOIA;2007;   1;   231;    28;    32;3500501;350050;Águas de Lindóia;Campinas;Bragança Paulista;   17787,5
AGUAS DE LINDOIA;2008;   1;   180;    40;    25;3500501;350050;Águas de Lindóia;Campinas;Bragança Paulista;   16335,0
AGUAS DE LINDOIA;2009;   0;   191;    35;    35;3500501;350050;Águas de Lindóia;Campinas;Bragança Paulista;   16341,0
AGUAS DE LINDOIA;2010;   0;   172;    34;    44;3500501;350050;Águas de Lindóia;Campinas;Bragança Paulista;   17266,0
AGUAS DE LINDOIA;2011;   3;   192;    41;    45;3500501;350050;Águas de Lindóia;Campinas;Bragança Paulista;   17354,0
AGUAS DE LINDOIA;2012;   3;   248;    27;    43;3500501;350050;Águas de Lindóia;Campinas;Bragança Paulista;   17438,0
AGUAS DE LINDOIA;2013;   0;   174;    27;    46;3500501;350050;Águas de Lindóia;Campinas;Bragança Paulista;   18108,0
AGUAS DE LINDOIA;2014;   2;   191;    26;    41;3500501;350050;Águas de Lindóia;Campinas;Bragança Paulista;   18212,0
AGUAS DE LINDOIA;2015;   1;   105;    21;    33;3500501;350050;Águas de Lindóia;Campinas;Bragança Paulista;   18313,0
AGUAS DE LINDOIA;2016;   1;   112;    20;    40;3500501;350050;Águas de Lindóia;Campinas;Bragança Paulista;   18412,0
AGUAS DE LINDOIA;2017;   1;   164;    21;    27;3500501;350050;Águas de Lindóia;Campinas;Bragança Paulista;   18509,0
AGUAS DE LINDOIA;2018;   1;   157;    14;    29;3500501;350050;Águas de Lindóia;Campinas;Bragança Paulista;   18599,0
AGUAS DE LINDOIA;2019;   0;   151;    18;    38;3500501;350050;Águas de Lindóia;Campinas;Bragança Paulista;   18705,0
AGUAS DE SANTA BARBARA;2001;   0;    43;     9;     4;3500550;350055;Águas de Santa Bárbara;Sorocaba;Avaré;    5384,0
AGUAS DE SANTA BARBARA;2002;   1;    23;     0;     2;3500550;350055;Águas de Santa Bárbara;Sorocaba;Avaré;    5504,0
AGUAS DE SANTA BARBARA;2003;   2;    38;     5;     1;3500550;350055;Águas de Santa Bárbara;Sorocaba;Avaré;    5634,0
AGUAS DE SANTA BARBARA;2004;   0;    40;     1;     3;3500550;350055;Águas de Santa Bárbara;Sorocaba;Avaré;    5907,0
AGUAS DE SANTA BARBARA;2005;   0;    58;     5;     2;3500550;350055;Águas de Santa Bárbara;Sorocaba;Avaré;    6058,0
AGUAS DE SANTA BARBARA;2006;   0;    43;     3;     2;3500550;350055;Águas de Santa Bárbara;Sorocaba;Avaré;    6208,0
AGUAS DE SANTA BARBARA;2007;   0;    23;     0;     3;3500550;350055;Águas de Santa Bárbara;Sorocaba;Avaré;    5894,0
AGUAS DE SANTA BARBARA;2008;   0;    26;     2;     2;3500550;350055;Águas de Santa Bárbara;Sorocaba;Avaré;    5580,0
AGUAS DE SANTA BARBARA;2009;   0;    31;     0;     3;3500550;350055;Águas de Santa Bárbara;Sorocaba;Avaré;    5612,0
AGUAS DE SANTA BARBARA;2010;   0;    35;     0;     3;3500550;350055;Águas de Santa Bárbara;Sorocaba;Avaré;    5601,0
AGUAS DE SANTA BARBARA;2011;   0;    35;     2;     3;3500550;350055;Águas de Santa Bárbara;Sorocaba;Avaré;    5630,0
AGUAS DE SANTA BARBARA;2012;   0;    41;     3;     1;3500550;350055;Águas de Santa Bárbara;Sorocaba;Avaré;    5658,0
AGUAS DE SANTA BARBARA;2013;   1;    39;     3;     2;3500550;350055;Águas de Santa Bárbara;Sorocaba;Avaré;    5876,0
AGUAS DE SANTA BARBARA;2014;   0;    36;     3;     6;3500550;350055;Águas de Santa Bárbara;Sorocaba;Avaré;    5911,0
AGUAS DE SANTA BARBARA;2015;   1;    33;     7;     3;3500550;350055;Águas de Santa Bárbara;Sorocaba;Avaré;    5944,0
AGUAS DE SANTA BARBARA;2016;   0;    47;     3;     2;3500550;350055;Águas de Santa Bárbara;Sorocaba;Avaré;    5977,0
AGUAS DE SANTA BARBARA;2017;   0;    74;     8;     3;3500550;350055;Águas de Santa Bárbara;Sorocaba;Avaré;    6009,0
AGUAS DE SANTA BARBARA;2018;   0;    41;     2;     4;3500550;350055;Águas de Santa Bárbara;Sorocaba;Avaré;    6040,0
AGUAS DE SANTA BARBARA;2019;   0;    44;     3;     2;3500550;350055;Águas de Santa Bárbara;Sorocaba;Avaré;    6075,0
AGUAS DE SAO PEDRO;2001;   0;    52;     4;    11;3500600;350060;Águas de São Pedro;Campinas;Piracicaba;    1863,0
AGUAS DE SAO PEDRO;2002;   0;    48;     4;     4;3500600;350060;Águas de São Pedro;Campinas;Piracicaba;    1922,0
AGUAS DE SAO PEDRO;2003;   0;    47;     6;     6;3500600;350060;Águas de São Pedro;Campinas;Piracicaba;    1940,0
AGUAS DE SAO PEDRO;2004;   0;    68;     4;     6;3500600;350060;Águas de São Pedro;Campinas;Piracicaba;    1978,0
AGUAS DE SAO PEDRO;2005;   0;    61;     3;     3;3500600;350060;Águas de São Pedro;Campinas;Piracicaba;    2000,0
AGUAS DE SAO PEDRO;2006;   0;    72;     2;     7;3500600;350060;Águas de São Pedro;Campinas;Piracicaba;    2020,0
AGUAS DE SAO PEDRO;2007;   0;    73;     4;     1;3500600;350060;Águas de São Pedro;Campinas;Piracicaba;    2283,5
AGUAS DE SAO PEDRO;2008;   0;    65;     5;     2;3500600;350060;Águas de São Pedro;Campinas;Piracicaba;    2547,0
AGUAS DE SAO PEDRO;2009;   0;    55;     9;     4;3500600;350060;Águas de São Pedro;Campinas;Piracicaba;    2613,0
AGUAS DE SAO PEDRO;2010;   0;    40;     3;     2;3500600;350060;Águas de São Pedro;Campinas;Piracicaba;    2707,0
AGUAS DE SAO PEDRO;2011;   0;    46;     3;     1;3500600;350060;Águas de São Pedro;Campinas;Piracicaba;    2771,0
AGUAS DE SAO PEDRO;2012;   0;    65;     6;     7;3500600;350060;Águas de São Pedro;Campinas;Piracicaba;    2832,0
AGUAS DE SAO PEDRO;2013;   0;    41;     7;     5;3500600;350060;Águas de São Pedro;Campinas;Piracicaba;    3004,0
AGUAS DE SAO PEDRO;2014;   0;    40;     4;     6;3500600;350060;Águas de São Pedro;Campinas;Piracicaba;    3073,0
AGUAS DE SAO PEDRO;2015;   0;    39;     2;     2;3500600;350060;Águas de São Pedro;Campinas;Piracicaba;    3139,0
AGUAS DE SAO PEDRO;2016;   0;    30;     2;     3;3500600;350060;Águas de São Pedro;Campinas;Piracicaba;    3205,0
AGUAS DE SAO PEDRO;2017;   0;    21;     1;     4;3500600;350060;Águas de São Pedro;Campinas;Piracicaba;    3268,0
AGUAS DE SAO PEDRO;2018;   0;    18;     0;     3;3500600;350060;Águas de São Pedro;Campinas;Piracicaba;    3380,0
AGUAS DE SAO PEDRO;2019;   0;    31;     2;     3;3500600;350060;Águas de São Pedro;Campinas;Piracicaba;    3451,0
AGUDOS;2001;   3;   603;    40;    38;3500709;350070;Agudos;Bauru;Bauru;   32764,0
AGUDOS;2002;   5;   474;    63;    30;3500709;350070;Agudos;Bauru;Bauru;   32968,0
AGUDOS;2003;   6;   573;    75;    25;3500709;350070;Agudos;Bauru;Bauru;   33193,0
AGUDOS;2004;   6;   393;    59;    17;3500709;350070;Agudos;Bauru;Bauru;   33665,0
AGUDOS;2005;   2;   341;    49;    37;3500709;350070;Agudos;Bauru;Bauru;   33926,0
AGUDOS;2006;   4;   339;    87;    27;3500709;350070;Agudos;Bauru;Bauru;   34185,0
AGUDOS;2007;   1;   411;    49;    25;3500709;350070;Agudos;Bauru;Bauru;   35028,5
AGUDOS;2008;   1;   393;    73;    18;3500709;350070;Agudos;Bauru;Bauru;   35872,0
AGUDOS;2009;   3;   372;    67;    25;3500709;350070;Agudos;Bauru;Bauru;   36188,0
AGUDOS;2010;   3;   260;    79;    22;3500709;350070;Agudos;Bauru;Bauru;   34524,0
AGUDOS;2011;   3;   319;    51;    34;3500709;350070;Agudos;Bauru;Bauru;   34681,0
AGUDOS;2012;   4;   307;    47;    42;3500709;350070;Agudos;Bauru;Bauru;   34833,0
AGUDOS;2013;   2;   274;    43;    27;3500709;350070;Agudos;Bauru;Bauru;   36150,0
AGUDOS;2014;   3;   388;    61;    38;3500709;350070;Agudos;Bauru;Bauru;   36339,0
AGUDOS;2015;   1;   353;    75;    31;3500709;350070;Agudos;Bauru;Bauru;   36524,0
AGUDOS;2016;   3;   408;    42;    34;3500709;350070;Agudos;Bauru;Bauru;   36704,0
AGUDOS;2017;   5;   449;    63;    45;3500709;350070;Agudos;Bauru;Bauru;   36880,0
AGUDOS;2018;   5;   366;    53;    39;3500709;350070;Agudos;Bauru;Bauru;   37023,0
AGUDOS;2019;   3;   372;    41;    42;3500709;350070;Agudos;Bauru;Bauru;   37214,0
ALAMBARI;2001;   0;    27;     6;     5;3500758;350075;Alambari;Sorocaba;Itapetininga;    3713,0
ALAMBARI;2002;   1;    24;     3;     3;3500758;350075;Alambari;Sorocaba;Itapetininga;    3723,0
ALAMBARI;2003;   0;    34;     4;     4;3500758;350075;Alambari;Sorocaba;Itapetininga;    3758,0
ALAMBARI;2004;   1;    35;     1;     1;3500758;350075;Alambari;Sorocaba;Itapetininga;    3829,0
ALAMBARI;2005;   0;    38;     3;     3;3500758;350075;Alambari;Sorocaba;Itapetininga;    3869,0
ALAMBARI;2006;   1;    53;     7;     1;3500758;350075;Alambari;Sorocaba;Itapetininga;    3908,0
ALAMBARI;2007;   0;    50;     5;     1;3500758;350075;Alambari;Sorocaba;Itapetininga;    4116,5
ALAMBARI;2008;   0;    30;     1;     4;3500758;350075;Alambari;Sorocaba;Itapetininga;    4325,0
ALAMBARI;2009;   0;    36;     5;     1;3500758;350075;Alambari;Sorocaba;Itapetininga;    4391,0
ALAMBARI;2010;   0;    45;     9;     8;3500758;350075;Alambari;Sorocaba;Itapetininga;    4884,0
ALAMBARI;2011;   0;    41;     6;     0;3500758;350075;Alambari;Sorocaba;Itapetininga;    4979,0
ALAMBARI;2012;   0;    26;     3;     3;3500758;350075;Alambari;Sorocaba;Itapetininga;    5071,0
ALAMBARI;2013;   0;    28;     6;     2;3500758;350075;Alambari;Sorocaba;Itapetininga;    5356,0
ALAMBARI;2014;   1;    29;     7;     6;3500758;350075;Alambari;Sorocaba;Itapetininga;    5460,0
ALAMBARI;2015;   0;    32;     2;     1;3500758;350075;Alambari;Sorocaba;Itapetininga;    5560,0
ALAMBARI;2016;   1;    32;     4;     4;3500758;350075;Alambari;Sorocaba;Itapetininga;    5658,0
ALAMBARI;2017;   0;    39;    15;     0;3500758;350075;Alambari;Sorocaba;Itapetininga;    5754,0
ALAMBARI;2018;   0;    39;     4;     4;3500758;350075;Alambari;Sorocaba;Itapetininga;    5918,0
ALAMBARI;2019;   0;    46;     1;     1;3500758;350075;Alambari;Sorocaba;Itapetininga;    6025,0
ALFREDO MARCONDES;2001;   0;     9;     0;     0;3500808;350080;Alfredo Marcondes;Presidente Prudente;Presidente Prudente;    3711,0
ALFREDO MARCONDES;2002;   0;     9;     0;     0;3500808;350080;Alfredo Marcondes;Presidente Prudente;Presidente Prudente;    3740,0
ALFREDO MARCONDES;2003;   0;     7;     0;     0;3500808;350080;Alfredo Marcondes;Presidente Prudente;Presidente Prudente;    3760,0
ALFREDO MARCONDES;2004;   0;     9;     0;     0;3500808;350080;Alfredo Marcondes;Presidente Prudente;Presidente Prudente;    3802,0
ALFREDO MARCONDES;2005;   0;     9;     0;     0;3500808;350080;Alfredo Marcondes;Presidente Prudente;Presidente Prudente;    3825,0
ALFREDO MARCONDES;2006;   0;    11;     0;     0;3500808;350080;Alfredo Marcondes;Presidente Prudente;Presidente Prudente;    3848,0
ALFREDO MARCONDES;2007;   1;    12;     1;     0;3500808;350080;Alfredo Marcondes;Presidente Prudente;Presidente Prudente;    3936,5
ALFREDO MARCONDES;2008;   0;    16;     0;     0;3500808;350080;Alfredo Marcondes;Presidente Prudente;Presidente Prudente;    4025,0
ALFREDO MARCONDES;2009;   1;    36;     0;     0;3500808;350080;Alfredo Marcondes;Presidente Prudente;Presidente Prudente;    4055,0
ALFREDO MARCONDES;2010;   0;     9;     0;     0;3500808;350080;Alfredo Marcondes;Presidente Prudente;Presidente Prudente;    3891,0
ALFREDO MARCONDES;2011;   0;     8;     0;     0;3500808;350080;Alfredo Marcondes;Presidente Prudente;Presidente Prudente;    3906,0
ALFREDO MARCONDES;2012;   0;    19;     0;     1;3500808;350080;Alfredo Marcondes;Presidente Prudente;Presidente Prudente;    3921,0
ALFREDO MARCONDES;2013;   1;    16;     0;     0;3500808;350080;Alfredo Marcondes;Presidente Prudente;Presidente Prudente;    4064,0
ALFREDO MARCONDES;2014;   0;    26;     0;     2;3500808;350080;Alfredo Marcondes;Presidente Prudente;Presidente Prudente;    4083,0
ALFREDO MARCONDES;2015;   0;    15;     0;     0;3500808;350080;Alfredo Marcondes;Presidente Prudente;Presidente Prudente;    4101,0
ALFREDO MARCONDES;2016;   1;    30;     0;     2;3500808;350080;Alfredo Marcondes;Presidente Prudente;Presidente Prudente;    4118,0
ALFREDO MARCONDES;2017;   1;    22;     0;     0;3500808;350080;Alfredo Marcondes;Presidente Prudente;Presidente Prudente;    4135,0
ALFREDO MARCONDES;2018;   0;    14;     0;     0;3500808;350080;Alfredo Marcondes;Presidente Prudente;Presidente Prudente;    4147,0
ALFREDO MARCONDES;2019;   0;    12;     0;     0;3500808;350080;Alfredo Marcondes;Presidente Prudente;Presidente Prudente;    4166,0
ALTAIR;2001;   0;    24;     0;     1;3500907;350090;Altair;Barretos;Barretos;    3572,0
ALTAIR;2002;   0;    21;     1;     2;3500907;350090;Altair;Barretos;Barretos;    3591,0
ALTAIR;2003;   0;    33;     2;     2;3500907;350090;Altair;Barretos;Barretos;    3620,0
ALTAIR;2004;   0;    42;     2;     1;3500907;350090;Altair;Barretos;Barretos;    3679,0
ALTAIR;2005;   0;    26;     0;     0;3500907;350090;Altair;Barretos;Barretos;    3712,0
ALTAIR;2006;   0;    29;     0;     0;3500907;350090;Altair;Barretos;Barretos;    3745,0
ALTAIR;2007;   0;    26;     1;     1;3500907;350090;Altair;Barretos;Barretos;    3528,5
ALTAIR;2008;   0;    28;     1;     3;3500907;350090;Altair;Barretos;Barretos;    3312,0
ALTAIR;2009;   1;    21;     0;     1;3500907;350090;Altair;Barretos;Barretos;    3287,0
ALTAIR;2010;   1;    12;     0;     1;3500907;350090;Altair;Barretos;Barretos;    3815,0
ALTAIR;2011;   1;    20;     0;     2;3500907;350090;Altair;Barretos;Barretos;    3837,0
ALTAIR;2012;   0;    14;     1;     1;3500907;350090;Altair;Barretos;Barretos;    3859,0
ALTAIR;2013;   0;    35;     1;     0;3500907;350090;Altair;Barretos;Barretos;    4010,0
ALTAIR;2014;   0;    17;     1;     5;3500907;350090;Altair;Barretos;Barretos;    4035,0
ALTAIR;2015;   0;    24;     2;     1;3500907;350090;Altair;Barretos;Barretos;    4060,0
ALTAIR;2016;   0;    35;     0;     2;3500907;350090;Altair;Barretos;Barretos;    4085,0
ALTAIR;2017;   1;    20;     1;     1;3500907;350090;Altair;Barretos;Barretos;    4109,0
ALTAIR;2018;   1;    12;     2;     3;3500907;350090;Altair;Barretos;Barretos;    4134,0
ALTAIR;2019;   0;    17;     1;     4;3500907;350090;Altair;Barretos;Barretos;    4160,0
ALTINOPOLIS;2001;   1;   160;     8;    15;3501004;350100;Altinópolis;Ribeirão Preto;Ribeirão Preto;   15701,0
ALTINOPOLIS;2002;   0;   159;     9;    12;3501004;350100;Altinópolis;Ribeirão Preto;Ribeirão Preto;   15868,0
ALTINOPOLIS;2003;   0;   146;     4;     7;3501004;350100;Altinópolis;Ribeirão Preto;Ribeirão Preto;   16048,0
ALTINOPOLIS;2004;   2;   135;     9;     7;3501004;350100;Altinópolis;Ribeirão Preto;Ribeirão Preto;   16425,0
ALTINOPOLIS;2005;   0;   162;     8;     8;3501004;350100;Altinópolis;Ribeirão Preto;Ribeirão Preto;   16633,0
ALTINOPOLIS;2006;   1;   123;     8;     9;3501004;350100;Altinópolis;Ribeirão Preto;Ribeirão Preto;   16840,0
ALTINOPOLIS;2007;   0;   141;     3;    15;3501004;350100;Altinópolis;Ribeirão Preto;Ribeirão Preto;   16200,0
ALTINOPOLIS;2008;   1;   141;     4;    18;3501004;350100;Altinópolis;Ribeirão Preto;Ribeirão Preto;   15560,0
ALTINOPOLIS;2009;   0;   125;     8;    19;3501004;350100;Altinópolis;Ribeirão Preto;Ribeirão Preto;   15554,0
ALTINOPOLIS;2010;   2;   162;    13;    19;3501004;350100;Altinópolis;Ribeirão Preto;Ribeirão Preto;   15607,0
ALTINOPOLIS;2011;   0;   170;    11;     9;3501004;350100;Altinópolis;Ribeirão Preto;Ribeirão Preto;   15617,0
ALTINOPOLIS;2012;   1;   163;     6;    14;3501004;350100;Altinópolis;Ribeirão Preto;Ribeirão Preto;   15627,0
ALTINOPOLIS;2013;   0;   129;     8;    14;3501004;350100;Altinópolis;Ribeirão Preto;Ribeirão Preto;   16137,0
ALTINOPOLIS;2014;   2;   136;     7;    20;3501004;350100;Altinópolis;Ribeirão Preto;Ribeirão Preto;   16159,0
ALTINOPOLIS;2015;   0;   178;    22;    10;3501004;350100;Altinópolis;Ribeirão Preto;Ribeirão Preto;   16179,0
ALTINOPOLIS;2016;   2;   148;    21;    14;3501004;350100;Altinópolis;Ribeirão Preto;Ribeirão Preto;   16199,0
ALTINOPOLIS;2017;   2;   132;    11;    14;3501004;350100;Altinópolis;Ribeirão Preto;Ribeirão Preto;   16219,0
ALTINOPOLIS;2018;   0;   149;     7;    10;3501004;350100;Altinópolis;Ribeirão Preto;Ribeirão Preto;   16164,0
ALTINOPOLIS;2019;   2;   126;    12;    14;3501004;350100;Altinópolis;Ribeirão Preto;Ribeirão Preto;   16184,0
ALTO ALEGRE;2001;   0;    30;     0;     1;3501103;350110;Alto Alegre;Araçatuba;Araçatuba;    4198,0
